gvkey,conm,weburl,found,visible,paragraphs,words,fog,overall,tptrackingcookies
32741,ICLICK INTRC ASIA -ADR,www.i-click.com,1,1,8,731,19.753769,-.15663509,2
28367,IRHYTHM TECHNOLOGIES INC,www.iRhythmTech.com,1,1,47,2819,16.843712,.62633079,3
129472,INDUSTRIAL ALLIANCE INS &FIN,www.ia.ca,1,0,36,1403,17.402878,.79704243,6
26061,IAC/INTERACTIVECORP,www.iac.com,1,1,9,600,15.930891,.30478317,0
62337,IAMGOLD CORP,www.iamgold.com,1,0,12,587,19.477787,-.46282053,9
64623,INTEGRATED ASSET MANAGEMENT,www.iamgroup.ca,1,1,25,986,17.07021,.032565404,0
107644,NORTHWEST IND BANCORP,www.ibankpeoples.com,1,1,16,837,14.094372,-.22355147,2
22086,INTL BANCSHARES CORP,www.ibc.com,1,1,23,772,16.426908,-.33894214,0
24466,IBERIABANK CORP,www.iberiabank.com,1,0,19,1570,17.835417,-.11682399,0
20333,IBEX TECHNOLOGIES INC,www.ibex.ca,0,0,,,,,0
161806,IBI GROUP INC,www.ibigroup.com,0,1,,,,,3
180683,IBIO INC,www.ibioinc.com,1,1,4,215,11.837566,-6.5846682,0
61880,INTEGRATED BIOPHARMA INC,www.ibiopharma.com,0,0,,,,,0
6066,INTL BUSINESS MACHINES CORP,www.ibm.com,1,1,29,2463,17.56617,.70481181,2
12874,ICAD INC,www.icadmed.com,1,1,52,3049,16.64175,1.1494718,2
21165,INDEPENDENCE CONTRACT DRLLNG,www.icdrilling.com,1,0,22,2104,16.883745,-.76815671,0
20930,CANLAN ICE SPORTS CORP,www.icesports.com,1,1,16,1281,16.798767,-.18860701,0
174637,ICF INTERNATIONAL INC,www.icf.com,1,1,67,4633,16.964584,.28665009,7
29191,ICHOR HOLDINGS LTD,www.ichorsystems.com,0,0,,,,,1
220211,ICL-ISRAEL CHEMICALS LTD,www.icl-group.com,1,1,39,2240,19.135565,.26400146,3
20204,ICONIX BRAND GROUP INC,www.iconixbrand.com,1,1,89,3851,17.535597,1.3146511,2
110620,ICON PLC,www.iconplc.com,1,1,61,2302,18.970442,1.2225833,3
25110,ICU MEDICAL INC,www.icumed.com,1,0,11,997,18.363314,1.1038364,0
121759,I D SYSTEMS INC,www.id-systems.com,1,1,57,4699,18.236752,.73516256,3
5870,IDACORP INC,www.idacorpinc.com,1,1,25,1148,16.539856,.46949452,0
18509,IDEAL POWER INC,www.idealpower.com,0,0,,,,,4
65552,IDENTIV INC,www.identiv.com,1,1,22,1119,16.469812,.19182234,2
61899,IDERA PHARMACEUTICALS INC,www.iderapharma.com,1,1,17,995,17.270897,.24875019,0
15267,IDEX CORP,www.idexcorp.com,1,1,31,1516,19.10578,.20256549,0
24197,IDEXX LABS INC,www.idexx.com,1,1,159.92,9791.4697,19.014141,.19141363,3
62396,IDT CORP,www.idt.net,1,1,44,2336,17.734102,-.89293242,0
183565,IDW MEDIA HOLDINGS INC,www.idwmediaholdings.com,0,0,,,,,0
33279,INFRASTRUCTR & ENRGY ALT INC,www.iea.net/investor-relations,0,1,,,,,2
5831,IEC ELECTRONICS CORP,www.iec-electronics.com,0,0,,,,,2
13709,ICAHN ENTERPRISES LP,www.ielp.com,0,0,,,,,1
66371,IES HOLDINGS INC,www.ies-co.com,0,1,,,,,0
11632,IFABRIC CORP,www.ifabriccorp.com,0,0,,,,,0
6078,INTL FLAVORS & FRAGRANCES,www.iff.com,1,1,65,3396,17.904566,.43658465,1
175674,COHEN & COMPANY INC,www.ifmi.com,0,0,,,,,0
122874,INTERNET GOLD-GOLDEN LINES,www.igld.com,1,0,71,2304,17.233004,-.22984818,0
14333,IGM FINANCIAL INC,www.igmfinancial.com,1,0,20,1093,21.129639,.46871486,3
245918,INTL GAME TECHNOLOGY PLC,www.igt.com,1,0,34,1526,17.268177,1.1184486,3
17131,INDEPENDENCE HOLDING CO,www.ihcgroup.com,1,1,94,7952,17.889215,-.036567826,2
3105,IHEARTMEDIA INC,www.iheartmedia.com,1,0,28,3516,20.197897,-.073122889,1
162906,IHS MARKIT LTD,www.ihsmarkit.com,1,1,51,3418,19.390249,1.5282297,6
14561,II-VI INC,www.ii-vi.com,1,1,49,2668,19.538017,1.1666849,0
17890,IKONICS CORP,www.ikonics.com,0,0,,,,,0
180395,ILG INC,www.ilg.com,1,1,29,1572,16.793056,.37361404,3
138205,ILLUMINA INC,www.illumina.com,1,0,41,1980,18.168167,.43829408,5
178348,ILOOKABOUT CORP,www.ilookabout.com,1,1,12,623,15.492042,-.22969612,0
32751,INDSTRL LGST PRPT TRST,www.ilptreit.com,0,1,,,,,1
106107,IMAFLEX INC,www.imaflex.com,1,0,28,1850,19.932816,-.31959578,1
31775,IMAGE SENSING SYSTEMS INC,www.imagesensing.com,1,1,24,1563,16.107359,1.0200942,0
106915,IMAGING DYNAMICS CO LTD,www.imagingdynamics.com,0,0,,,,,0
30312,IMAX CORP,www.imax.com,1,1,47,2169,20.684668,1.544921,3
126318,IMMERSION CORP,www.immersion.com,1,1,33,2334,17.170801,1.1140804,2
22164,MOMO INC  -ADR,www.immomo.com,1,0,92,4204,19.04023,.73993808,1
13235,IMMUCELL CORP,www.immucell.com,0,0,,,,,0
21008,IMMUNE DESIGN CORP,www.immunedesign.com,0,0,,,,,0
17101,IMMUNOGEN INC,www.immunogen.com,1,1,11,598,14.295637,-.79658937,2
5902,IMMUNOMEDICS INC,www.immunomedics.com,0,0,,,,,0
61586,IMPAC MORTGAGE HOLDINGS INC,www.impaccompanies.com,0,0,,,,,
115813,IMPERIAL EQUITIES INC,www.imperialequities.com,0,0,,,,,0
27301,IMPERIAL GINSENG PRODS LTD,www.imperialginseng.com,1,0,10,532,21.72381,-.37578943,0
20500,IMPERIAL METALS CORP,www.imperialmetals.com,0,0,,,,,0
5903,IMPERIAL OIL LTD,www.imperialoil.ca,1,1,23,1515,19.920591,.087526798,3
187490,IMPERVA INC,www.imperva.com,1,1,37,1662,17.617172,.45089573,7
27387,IMPINJ INC,www.impinj.com,1,1,34,2314,19.542173,.18641382,14
176636,IMPRIMIS PHARMACEUTICALS INC,www.imprimisrx.com,1,1,13,907,15.609591,-.73797846,1
124358,INTERNAP CORP,www.inap.com,0,0,,,,,5
26333,INCEPTION MINING INC,www.inceptionmining.com,0,0,,,,,0
12956,INCOME OPPORTUNITY RLTY INVS,www.incomeopp-realty.com,0,0,,,,,0
29127,INCYTE CORP,www.incyte.com,1,1,12,446,17.629084,.30679485,1
17451,INDEPENDENT BK GRP INC,www.independent-bank.com,1,1,13,426,15.162369,-.55979127,2
175533,INFINITY PHARMACEUTICALS INC,www.infi.com,1,0,7,604,14.68066,-.79923558,0
132740,INFINEON TECHNOLOGIES AG,www.infineon.com,1,1,1,59.540001,15.333333,-.024135705,2
177257,INFINERA CORP,www.infinera.com,1,1,32,1837,17.559416,.74640512,1
110065,INFINITY PROPERTY & CAS CORP,www.infinityauto.com,1,1,12,511,16.328659,-.4132202,0
21663,INFORMATION ANALYSIS INC,www.infoa.com,1,0,10,1087,15.694086,-.56167006,0
211009,INFOSYS LTD,www.infosys.com,1,1,22,906,21.313715,1.2223111,8
174428,INFUSYSTEM HOLDINGS INC,www.infusystem.com,1,1,32,2995,17.370653,-.13681237,1
27119,INGEVITY CORP,www.ingevity.com,1,1,41,1788,18.290504,-.12787871,2
12972,INGLES MARKETS INC  -CL A,www.ingles-markets.com,1,1,22,1043,13.844534,-.96177113,0
66016,INGREDION INC,www.ingredion.com,1,1,24,1144,14.670017,-.34109154,1
154653,INNERGEX RENEWABLE ENRGY INC,www.innergex.com,0,0,,,,,0
28717,INNODATA INC,www.innodata.com,1,1,20,1255,17.199575,.39736784,5
174567,INNOPHOS HOLDINGS INC,www.innophos.com,1,1,16,1317,18.305836,.084784187,0
110566,INNOSPEC INC,www.innospecinc.com,1,1,2,76,13.932307,-.41833693,0
135844,INNOVATIVE SOLTNS & SUPP INC,www.innovative-ss.com,0,0,,,,,0
28670,INNOVATIVE INDUSTRIAL PPTYS,www.innovativeindustrialproperties.com,0,0,,,,,0
8987,INNSUITES HOSPITALITY TR,www.innsuitestrust.com,0,0,,,,,0
19274,INOGEN INC,www.inogen.com,1,1,42,3005,17.968485,-.01025118,0
17720,INOVALIS REAL ESTATE INVT TR,www.inovalisreit.com,1,1,9,283,15.409859,-.44534245,0
22708,INOVALON HOLDINGS INC,www.inovalon.com,1,0,12,694,19.316311,-.057516754,0
66697,INOVIO PHARMACEUTICALS INC,www.inovio.com,1,0,5,341,15.882767,-.24196623,0
185112,INPHI CORP,www.inphi.com,1,1,3,98,12.666667,-.58334768,0
148396,INPIXON,www.inpixon.com,1,1,29,1151,17.276979,.70654911,2
29111,INPLAY OIL CORP,www.inplayoil.com,1,0,33,2081,19.098051,-.0011085441,0
6021,INRAD OPTICS INC,www.inradoptics.com,0,0,,,,,1
141178,INSEEGO CORP,www.inseego.com,1,0,9,469,16.039446,-.34045187,1
29666,INSPIRED ENTERTAINMENT,www.inseinc.com,1,0,37,1433,14.346145,-.17375502,0
31453,INSIGHT ENTERPRISES INC,www.insight.com,1,1,62,3829,16.675552,1.544921,
24204,INSIGNIA SYSTEMS INC,www.insigniasystems.com,0,0,,,,,1
64302,INSPERITY INC,www.insperity.com,1,1,28,2240,20.743517,.019654093,6
186953,INSPIREMD INC,www.inspire-md.com,1,0,52,917,22.206766,.22158548,0
19516,INSTALLED BLDG PRODUCTS INC,www.installedbuildingproducts.com,1,1,21,1507,18.163147,-.71040106,0
4498,INSTEEL INDUSTRIES,www.insteel.com,0,0,,,,,1
26321,INSTRUCTURE INC,www.instructure.com,1,1,31,2523,16.777082,.95532227,26
177227,INSULET CORP,www.insulet.com,1,0,30,4169,23.163401,-.37584361,0
179731,INSYS THERAPEUTICS INC,www.insysrx.com,1,1,41,2390,17.129118,-.022113068,0
162491,INTACT FINANCIAL CORP,www.intactfc.com,1,1,17,822,17.237682,.59119868,11
140073,INTEGER HOLDINGS CORP,www.integer.net,1,1,38,1999,19.908571,.74560314,0
61181,INTEGRA LIFESCIENCES HLDGS,www.integralife.com,0,0,,,,,0
17024,INTEGRITY APPLICATIONS INC,www.integrity-app.com,0,1,,,,,0
20481,INTEGRITY GAMING CORP,www.integritygaming.com,1,1,17,1195,16.187614,.23765557,0
6008,INTEL CORP,www.intel.com,1,1,15,927,22.226877,.9000923,14
176198,INTELGENX TECHNOLOGIES CORP,www.intelgenx.com,1,1,24,448,13.50559,-.05887983,1
27155,INTELLIA THERAPEUTICS INC,www.intelliatx.com,1,1,28,1610,21.107273,.49410421,0
170756,INTELLINETICS INC,www.intellinetics.com,0,0,,,,,1
183739,INTELLIPHARMACEUTICS INTL,www.intellipharmaceutics.com,1,1,3,180,12.906322,-6.7715673,0
12010,INTELSAT SA,www.intelsat.com,1,1,34,1624,16.644732,.6302653,2
6013,INTELLIGENT SYSTEM CORP,www.intelsys.com,1,1,16,926,17.365883,.058854315,0
176701,INTERACTIVE BROKERS GROUP,www.interactivebrokers.com,1,1,21,1246,13.307882,-.43263081,0
14320,INTERCEPT PHARMA INC,www.interceptpharma.com,1,1,12,896,18.359251,.8142662,0
186748,INTERCLOUD SYSTEMS INC,www.intercloudsys.com,1,1,3,179,12.906322,-6.7715673,0
163610,INTERCONTINENTAL EXCHANGE,www.intercontinentalexchange.com,1,1,52,3050,19.2187,1.544921,1
6100,INTERDIGITAL INC,www.interdigital.com,1,1,41,2595,19.553932,.54445642,3
6034,INTERFACE INC,www.interface.com,1,0,21,1279,15.413583,-.99753582,15
15038,INTERFOR CORP,www.interfor.com,1,0,11,412,16.687805,-.02698374,1
28374,INTERLINK ELECTRONICS,www.interlinkelectronics.com,0,0,,,,,2
166226,INTERMAP TECHNOLOGIES CORP,www.intermap.com,1,0,10,839,15.514151,-1.1723735,2
187722,INTERMOLECULAR INC,www.intermolecular.com,1,1,32,2022,17.899645,-.49169073,3
114745,INTL FRONTIER RESOURCES CORP,www.internationalfrontier.com,1,1,20,873,14.585885,.068609521,0
6104,INTL PAPER CO,www.internationalpaper.com,1,1,45,2071,17.55612,.90670288,1
175649,INTERNATIONAL STEM CELL CORP,www.internationalstemcell.com,0,1,,,,,0
148257,INTERNATIONAL WIRE GRP HLDGS,www.internationalwiregroup.com,0,0,,,,,0
110728,INTERPACE DIAGNOSTICS GP INC,www.interpacediagnostics.com,1,1,31,2041,18.175138,.016531762,0
14309,INTER PARFUMS INC,www.interparfumsinc.com,0,0,,,,,0
66319,INTER PIPELINE LTD,www.interpipeline.com,1,0,70,3595,23.412971,-.29060316,0
6136,INTERPUBLIC GROUP OF COS,www.interpublic.com,1,1,24,1401,17.573694,.34554392,0
128078,INTERRENT REAL ESTATE INV TR,www.interrentreit.com,1,1,43,2627,21.573156,-.36696023,0
21006,INTERSECT ENT INC,www.intersectent.com,1,1,20,1278,18.539215,-.079243645,0
157862,INTERSECTIONS INC,www.intersections.com,1,1,19,1255,16.479095,-.17744228,0
293884,INTERXION HOLDING NV,www.interxion.com,1,1,47,1661,17.746651,1.4213325,4
64915,INTEST CORP,www.intest.com,1,1,7,403,16.106491,-1.01035,0
61587,INTEVAC INC,www.intevac.com,0,1,,,,,0
7632,INTERGROUP CORP,www.intgla.com,1,0,50,4022,19.045038,.010724626,0
28836,SANTA FE FINANCIAL CORP,www.intgla.com,1,0,50,4022,19.045038,.010724626,0
65280,INTERNATIONAL ISOTOPES INC,www.intisoid.com,1,1,4,160,14,-.30680931,0
12722,INTERNATIONAL BALER CORP,www.intl-baler.com,0,0,,,,,2
31521,INTL FCSTONE INC,www.intlfcstone.com,1,1,91,3748,17.52029,.9484182,1
27706,INTERNATIONAL SEAWAYS INC,www.intlseas.com,1,1,11,899,15.640841,-.10549491,0
104092,INTOUCH HOLDINGS PCL,www.intouchcompany.com,1,0,20,647,18.79661,.56027943,1
19412,INTRA-CELLULAR THERAPIES INC,www.intracellulartherapies.com,1,0,16,1181,17.3071,-.32487583,0
179843,INTREPID POTASH INC,www.intrepidpotash.com,1,1,27,1642,19.275133,-.65771657,4
9590,INTRICON CORP,www.intricon.com,1,1,8,578,16.206564,-.4731347,0
64907,INTRINSYC TECHNOLOGIES CORP,www.intrinsyc.com,1,1,20,1317,17.388433,-.56001407,1
25302,INTRUSION INC,www.intrusion.com,1,1,13,829,19.696478,-.34221107,0
27928,INTUIT INC,www.intuit.com,1,1,66,3148,15.2851,1.3737137,10
136725,INTUITIVE SURGICAL INC,www.intuitivesurgical.com,1,1,68,2702,20.631847,1.000737,0
23226,INUVO INC,www.inuvo.com,1,1,62,4076,18.035229,1.1180609,1
160668,INNOVIVA INC,www.inva.com,1,0,12,483,17.647205,-.16696861,0
6158,INVACARE CORP,www.invacare.com,1,1,15,871,15.386624,-.44005957,
20523,INVENTRONICS LTD,www.inventronics.com,1,1,11,1653,21.940907,-.92830306,0
29804,INVESCO LTD,www.invesco.com,1,1,9,320,14.531135,-.61989361,1
180228,INVESCO MORTGAGE CAPITAL INC,www.invescomortgagecapital.com,0,0,,,,,0
20628,INVESTAR HOLDING CORP,www.investarbank.com,1,1,11,332,15.517396,-.51912737,1
22201,COUNTY BANCORP INC,www.investorscommunitybank.com,1,1,4,66,13.872727,-.076017506,3
14401,INVESTORS TITLE CO,www.invtitle.com,1,1,16,469,16.348621,-.21146391,0
23704,INVUITY INC,www.invuity.com,1,1,36,2835,16.763092,.29264712,
23810,ION GEOPHYSICAL CORP,www.iongeo.com,1,1,149,7442,17.864794,.14345989,2
24040,IONIS PHARMACEUTICALS INC,www.ionispharma.com,1,1,11,765,15.599524,-.62405151,0
18342,IOU FINL INC,www.ioufinancial.com,1,1,55,3252,16.535233,.81671339,16
153728,IPASS INC,www.ipass.com,1,1,38,2098,19.049217,.55269134,6
175955,IPG PHOTONICS CORP,www.ipgphotonics.com,1,1,16,1011,17.081211,.54987937,4
33254,IQIYI INC -ADR,www.iqiyi.com,0,0,,,,,2
17928,IQVIA HOLDINGS INC,www.iqvia.com,1,1,38,2739,25.537382,1.1382191,5
20945,IRADIMED CORP,www.iradimed.com,1,1,13,668,17.093769,-.40505931,0
62168,IRIDEX CORP,www.iridex.com,1,1,16,950,15.206968,-.68227977,7
183640,IRIDIUM COMMUNICATIONS INC,www.iridium.com,1,1,29,2076,19.489441,.73554641,1
164416,IROBOT CORP,www.irobot.com,1,1,23,1459,11.837566,.11778951,7
65750,IRON BRIDGE RESOURCES INC,www.ironbridgeres.com,1,1,10,661,20.097553,.30116841,0
62374,IRON MOUNTAIN INC,www.ironmountain.com,1,1,46,3336,20.701975,.68702823,17
184256,IRONWOOD PHARMACEUTICALS INC,www.ironwoodpharma.com,1,1,58,3424,16.741549,.74014658,0
187596,IF BANCORP INC,www.iroquoisfed.com,1,1,5,414,17.50753,-.1731247,0
31717,IRSA INVERSIONES Y REPSTN SA,www.irsa.com.ar,0,0,,,,,0
141158,IRSA PROPIEDADES COMERCIALES,www.irsacp.com.ar,0,0,,,,,0
18494,INDEPENDENCE REALTY TRUST,www.irtliving.com,1,1,47,3231,19.075552,.58894503,0
61925,INDUSTRIAL SERVICES AMER INC,www.isa-inc.com,0,0,,,,,0
157307,ISABELLA BANK CORP,www.isabellabank.com,1,1,159.92,9791.4697,14.383746,-.27873093,0
176251,INFORMATION SERVICES GROUP,www.isg-one.com,1,1,14,1114,17.079147,.41769677,4
12818,ISORAY INC,www.isoray.com,1,1,36,2009,19.386902,.33414894,0
6194,ISRAMCO INC,www.isramcousa.com,0,0,,,,,
183139,ISSUER DIRECT CORP,www.issuerdirect.com,1,1,55,3356,17.802343,.66772836,4
15142,ISTAR INC,www.istar.com,1,1,36,1602,19.02685,.88826543,13
184082,ITAFOS,www.itafos.com,1,0,14,1292,24.524843,-.41916138,0
24943,INTERTAPE POLYMER GROUP INC,www.itape.com,1,1,9,457,17.989552,-1.1913716,2
30580,ITAU UNIBANCO HLDG SA,www.itau.com.br,1,0,61,3265,21.765079,-.30080247,10
30146,INVESTMENT TECHNOLOGY GP INC,www.itg.com,1,0,16,361,16.250351,-.46406826,0
29133,ITRON INC,www.itron.com,1,1,44,2017,18.328344,.72871161,4
5860,ITT INC,www.itt.com,1,1,11,641,19.065769,-.32615888,0
244641,ITURAN LOCATION & CONTROL,www.ituran.com,1,0,34,1480,17.118855,.065732174,0
5878,ILLINOIS TOOL WORKS,www.itw.com,1,1,40,2573,17.885561,-.2787897,0
133844,IMAGEWARE SYSTEMS INC,www.iwsinc.com,1,1,19,1276,16.805031,.37644625,2
187357,IZEA INC,www.izea.com,1,1,45,2983,19.494387,.47102886,9
122172,J2 GLOBAL INC,www.j2global.com,1,1,36,1971,16.251467,-.92500037,5
28195,JABIL INC,www.jabil.com,1,1,53,2939,19.479805,1.0261815,6
11811,HENRY (JACK) & ASSOCIATES,www.jackhenry.com,1,1,9,847,15.190246,-.21485843,0
13092,JACK IN THE BOX INC,www.jackinthebox.com,1,1,55,2682,16.900089,.39199436,4
105668,JACKPOT DIGITAL INC,www.jackpotdigital.com,0,0,,,,,3
31744,JACKSONVILLE BANCORP INC/MD,www.jacksonvillesavings.com,1,1,27,1084,14.352936,-.52513188,0
6216,JACOBS ENGINEERING GROUP INC,www.jacobs.com,1,1,59,2762,17.009993,.72016811,1
23709,JADESTONE ENERGY INC,www.jadestone-energy.com,0,0,,,,,0
29565,JAGGED PEAK ENERGY INC,www.jaggedpeakenergy.com,0,1,,,,,0
28852,JAGUAR MINING INC,www.jaguarmining.com,1,0,108,5189,20.375261,-.29379857,0
62745,JAKKS PACIFIC INC,www.jakks.com,1,1,60,5685,16.858442,1.0494076,2
11538,J. ALEXANDER'S HOLDINGS INC,www.jalexandersholdings.com,1,0,43,5127,19.060207,-.42933884,2
164255,JAMBA INC,www.jambajuice.com,1,1,12,878,17.94385,-.072628193,5
147249,JANEL CORP,www.janelcorp.com,0,1,,,,,0
18479,JASON INDUSTRIES INC,www.jasoninc.com,0,0,,,,,0
177287,JAZZ PHARMACEUTICALS PLC,www.jazzpharma.com,1,1,3,153,20.918955,-.058408327,0
32154,JBG SMITH PPTYS,www.jbgsmith.com,1,0,19,1520,18.409401,.13873237,1
5783,HUNT (JB) TRANSPRT SVCS INC,www.jbhunt.com,1,0,35,2297,18.084415,.65458244,5
24755,SANFILIPPO JOHN B&SON,www.jbssinc.com,1,1,24,1201,17.812765,.2979525,0
180466,JOHN BEAN TECHNOLOGIES,www.jbtcorporation.com,1,1,49,2886,20.050766,-.22940347,0
8446,PENNEY (J C) CO,www.jcpenney.com,0,0,,,,,0
19744,JD.COM INC  -ADR,www.jd.com,1,0,17,662,16.921211,.62868565,0
64784,JEFFERSONVILLE BANCORP,www.jeffbank.com,1,1,15,388,14.91521,-.50417006,0
6682,JEFFERIES FINANCIAL GRP INC,www.jefferies.com,1,0,7,512,23.198467,.1751391,0
27386,JELD-WEN HOLDING INC,www.jeld-wen.com,1,0,26,1302,14.749704,.36297375,0
23150,JERNIGAN CAPITAL INC,www.jernigancapital.com,0,1,,,,,0
147305,JETBLUE AIRWAYS CORP,www.jetblue.com,1,1,28,2508,18.159626,.080321059,9
186158,JETPAY CORP,www.jetpaycorp.com,1,1,18,675,17.578096,-.36698925,0
25406,JEWETT-CAMERON TRADING CO,www.jewettcameron.com,1,1,35,1100,14.075809,.86046857,0
32654,JIANPU TECH -ADR,www.jianpu.ai,1,0,60,3001,24.383741,-.3724032,1
184182,JINKOSOLAR HOLDING CO,www.jinkosolar.com,1,1,5,351,17.564468,-.011176764,0
30435,J JILL INC,www.jjill.com,1,1,30,1631,14.905069,-.21182099,0
12825,J & J SNACK FOODS CORP,www.jjsnack.com,1,0,1,59.540001,17.117241,.35319269,0
65108,JONES LANG LASALLE INC,www.jll.com,1,1,24,880,16.338772,.77294308,22
177255,JMP GROUP LLC,www.jmpg.com,1,0,11,975,20.481895,-.25073874,0
6266,JOHNSON & JOHNSON,www.jnj.com,1,1,43,2757,19.563082,1.2196633,1
12544,ST JOE CO,www.joe.com,1,1,24,2119,15.509418,.45609847,0
186890,JOHN MARSHALL BANCORP INC,www.johnmarshallbank.com,1,1,8,326,17.106007,-.49343148,0
6268,JOHNSON CONTROLS INTL PLC,www.johnsoncontrols.com,1,1,5,218,19.229698,.11180291,5
13906,JOHNSON OUTDOORS INC  -CL A,www.johnsonoutdoors.com,1,0,29,2836,18.160097,.71140587,3
18109,JONES ENERGY INC,www.jonesenergy.com,0,0,,,,,0
108693,JONES SODA CO,www.jonessoda.com,1,1,19,1287,14.846613,-.69012874,6
29684,JOUNCE THERAPEUTICS INC,www.jouncetx.com,1,1,19,2207,17.629269,.5950408,0
20918,JOURNEY ENERGY INC,www.journeyenergy.ca,0,0,,,,,0
24525,JUPAI HOLDINGS LTD -ADR,www.jpinvestment.cn,0,0,,,,,1
2968,JPMORGAN CHASE & CO,www.jpmorganchase.com,1,1,31,3041,18.66,.048692126,5
163924,JAMES RIVER GROUP HLDGS LTD,www.jrgh.net,1,1,17,1660,15.921103,-.66708201,0
19159,PENNS WOODS BANCORP INC,www.jssb.com,1,1,24,1134,14.32511,-.43759507,0
144032,JUNEX INC,www.junex.ca,1,1,18,1220,17.917601,-.31766525,8
121718,JUNIPER NETWORKS INC,www.juniper.net,1,1,43,2244,17.712322,.96941447,
14597,JUNIPER PHARMACEUTICALS INC,www.juniperpharma.com,1,1,30,1665,16.933491,.28718579,6
12686,JURA ENERGY CORP,www.juraenergy.com,0,0,,,,,0
7138,MAYS (J.W.) INC,www.jwmays.com,0,0,,,,,
162891,K-BRO LINEN INC,www.k-brolinen.com,1,1,2,189,13.657885,-.31587246,0
178976,K12 INC,www.k12.com,1,1,37,3104,16.68918,.20443262,19
20003,K2M GROUP HOLDINGS INC,www.k2m.com,1,1,8,430,14.887949,.208573,1
25922,KADANT INC,www.kadant.com,1,1,159.92,7157,16.539957,1.3596485,2
27476,KADMON HOLDINGS INC,www.kadmon.com,1,1,28,1779,18.723335,-.57335579,0
24293,KAISER ALUMINUM CORP,www.kaiseraluminum.com,1,1,11,541,13.30612,-1.0835627,1
32018,KALA PHARMECUTICAL INC,www.kalarx.com,1,1,15,1268,17.611441,-.2706269,
287111,KAMADA LTD,www.kamada.com,1,1,9,430,18.865074,.17066154,1
6326,KAMAN CORP,www.kaman.com,1,1,10,524,16.063768,-.8644104,2
176169,KANDI TECHNOLOGIES GROUP,www.kandivehicle.com,0,0,,,,,0
164680,KAPSTONE PAPER & PACKAGING,www.kapstonepaper.com,1,1,57,3573,16.871973,.02821826,7
183581,KAR AUCTION SERVICES INC,www.karauctionservices.com,1,1,9,545,17.38055,-.19630782,0
18930,KARYOPHARM THERAPEUTICS INC,www.karyopharm.com,1,1,57,2964,20.174797,.45063809,1
124597,KATAHDIN BANKSHARES CORP,www.katahdintrust.com,1,1,70,2458,12.592728,-.2383974,2
279398,KATANGA MINING LTD,www.katangamining.com,0,1,,,,,0
175575,KAYNE ANDERSON ENERGY DEV CO,www.kaynefunds.com/ked/fact-sheet/,1,0,4,69,11.837566,-.42999536,0
30501,KB FINANCIAL GROUP,www.kbfg.com,1,0,19,589,23.028214,.17677903,0
12689,KB HOME,www.kbhome.com,1,1,18,1093,16.204086,.05534523,28
174310,KBR INC,www.kbr.com,1,1,17,1193,18.108665,-.052054461,0
176256,KCAP FINANCIAL INC,www.kcapfinancial.com,0,0,,,,,2
6333,KANSAS CITY LIFE INS CO,www.kclife.com,1,1,11,595,14.16433,-.064444989,
6335,KANSAS CITY SOUTHERN,www.kcsouthern.com,1,1,36,2159,21.359144,-.13449274,0
161853,KEARNY FINANCIAL CORP,www.kearnybank.com,1,1,20,1254,14.176921,-.3557463,2
148910,KEG ROYALTIES INCOME FUND,www.kegincomefund.com,0,1,,,,,0
6375,KELLOGG CO,www.kelloggcompany.com,1,1,33,2586,18.993454,-.73386723,0
6379,KELLY SERVICES INC  -CL A,www.kellyservices.com,1,1,4,159,21.185965,-.18750538,0
107130,KELSO TECHNOLOGIES INC,www.kelsotech.com,1,1,19,825,17.162176,-.13779104,0
17449,KELT EXPLORATION LTD,www.keltexploration.com,1,1,29,2400,22.23176,.18944027,0
21503,KEMPER CORP/DE,www.kemper.com,1,1,33,1245,11.961675,.30526364,0
6386,KENNAMETAL INC,www.kennametal.com,1,1,1,76,17.073685,-.10636166,3
25632,KENNEDY-WILSON HOLDINGS INC,www.kennedywilson.com,1,1,43,2228,23.692732,1.2544045,0
22783,KENON HOLDINGS LTD,www.kenon-holdings.com,1,1,21,882,15.947701,.13544035,0
138126,KERYX BIOPHARMACEUTICALS INC,www.keryx.com,1,1,11,703,14.198824,.81452757,2
18724,KEWEENAW LAND ASSN LTD,www.keweenaw.com,0,0,,,,,0
9783,KEYCORP,www.key.com,1,1,41,2603,17.755449,-.27888522,23
28641,KEY TECHNOLOGY INC,www.key.net,1,1,2,84,16.243809,-.32714319,0
11644,KEY ENERGY SERVICES INC,www.keyenergy.com,1,1,11,1039,16.900515,-.48199642,0
154135,KEYERA CORP,www.keyera.com,1,0,11,849,19.242823,-.16512956,0
20232,KEYSIGHT TECHNOLOGIES INC,www.keysight.com,1,0,39,2738,18.050224,1.3331475,6
6416,KEY TRONIC CORP,www.keytronic.com,0,0,,,,,0
185119,KEYW HOLDING CORP,www.keywcorp.com,1,1,26,1812,17.462534,-.1813467,0
61179,KFORCE INC,www.kforce.com,1,1,22,1725,20.131765,.38297632,3
5750,HOVNANIAN ENTRPRS INC  -CL A,www.khov.com,1,0,66,3823,17.876894,.28590477,15
141663,KILLAM APARTMENT REIT,www.killamproperties.com,1,1,19,793,23.756264,.56603289,4
64306,KILROY REALTY CORP,www.kilroyrealty.com,0,0,,,,,1
6433,KIMBALL INTERNATIONAL  -CL B,www.kimball.com,1,1,27,1606,19.409319,.13393427,1
